"species","longitude","latitude"
"Arvicolinae",21.831357,60.581806
"Odocoileus virginianus",21.831357,60.581806
"Sciurus vulgaris",27.280513,61.711976
"Sciurus vulgaris",25.749804,62.210212
"Sciurus vulgaris",23.710468,61.493149
"Lepus timidus",25.493811,65.002703
"Sciurus vulgaris",25.493811,65.002703
"Sciurus vulgaris",25.858542,66.470845
"Rattus norvegicus",24.94957,60.18392
"Pteromys volans",25.656049,62.134125
"Nyctereutes procyonoides",22.916626,62.391212
"Neovison vison",21.652422,60.37193
"Odocoileus virginianus",24.643088,60.18823
"Lepus timidus",22.237951,61.403139
"Sciurus vulgaris",22.450866,60.48435
"Odocoileus virginianus",24.75371,60.41275
"Capreolus capreolus",26.21173,60.46435
"Sciurus vulgaris",24.75485,60.7374
"Sciurus vulgaris",23.580352,62.58849
"Capreolus capreolus",23.580352,62.58849
"Pteromys volans",23.830407,61.63199
"Pteromys volans",25.656049,62.134125
"Sciurus vulgaris",24.62299,65.723401
"Sciurus vulgaris",25.546962,61.174542
"Vulpes vulpes",27.572909,61.172296
"Canis",27.572909,61.172296
"Odocoileus virginianus",24.890389,60.708523
"Sciurus vulgaris",24.165098,62.171489
"Sciurus vulgaris",22.916185,63.112968
"Sciurus vulgaris",24.070324,62.5536
"Sciurus vulgaris",25.08951,60.442213
"Lepus europaeus",25.08951,60.442213
"Sciurus vulgaris",23.234815,60.76207
"Sciurus vulgaris",22.3821,60.539708
"Sciurus vulgaris",25.045142,60.253993
"Capreolus capreolus",25.002157,60.188967
"Sciurus vulgaris",24.586269,62.032989
"Sciurus vulgaris",23.095319,60.398651
"Sciurus vulgaris",22.120244,60.424223
"Sciurus vulgaris",24.043397,60.312363
"Sciurus vulgaris",28.879217,61.869067
"Sciurus vulgaris",25.736756,62.150336
"Sciurus vulgaris",24.8558,62.868268
"Sciurus vulgaris",25.421824,62.227818
"Sciurus vulgaris",25.866131,66.507928
"Sciurus vulgaris",21.835223,60.701314
"Sciurus vulgaris",25.002157,60.188967
"Sciurus vulgaris",25.095004,60.217704
"Sciurus vulgaris",25.07336,60.549954
"Sciurus vulgaris",25.7489,60.871549
"Lepus europaeus",23.095319,60.398651
"Lepus europaeus",24.982342,60.149023
"Lepus europaeus",25.095004,60.217704
"Capreolus capreolus",22.227086,60.556302
"Capreolus capreolus",21.959302,60.355336
"Capreolus capreolus",24.745126,60.167466
"Capreolus capreolus",21.800286,60.635771
"Capreolus capreolus",24.558504,60.253952
"Sciurus vulgaris",24.229678,60.52985
"Sciurus vulgaris",28.767122,61.174848
"Sciurus vulgaris",29.209087,65.971256
"Sciurus vulgaris",25.760336,66.492071
"Sciurus vulgaris",22.340974,60.454212
"Sciurus vulgaris",25.135244,60.203648
"Sciurus vulgaris",24.957757,63.956897
"Sciurus vulgaris",22.227086,60.556302
"Sciurus vulgaris",25.114984,60.289801
"Sciurus vulgaris",21.959302,60.355336
"Sciurus vulgaris",23.095298,62.912574
"Sciurus vulgaris",24.794838,62.286338
"Sciurus vulgaris",21.562649,61.132799
"Sciurus vulgaris",26.266191,60.73877
"Sciurus vulgaris",22.740988,60.422926
"Sciurus vulgaris",25.984273,61.009312
"Sciurus vulgaris",24.328064,61.511568
"Sciurus vulgaris",25.775736,62.219657
"Vulpes vulpes",23.095298,62.912574
"Myodes glareolus",25.984273,61.009312
"Odocoileus virginianus",24.328064,61.511568
"Sciurus vulgaris",24.099784,62.560752
"Sciurus vulgaris",23.710468,61.493149
"Sciurus vulgaris",26.722037,60.724865
"Nyctereutes procyonoides",24.522551,60.176034
"Nyctereutes procyonoides",25.002999,60.802153
"Odocoileus virginianus",24.622425,60.2103
"Sciurus vulgaris",29.68046,62.617261
"Sciurus vulgaris",29.867998,62.617776
"Capreolus capreolus",25.62618,64.845879
"Sciurus vulgaris",22.996287,61.157772
"Mammalia",20.81611,69.03957
"Lepus",24.94953,60.1753
"Sciurus vulgaris",29.76697,62.60054
"Capreolus capreolus",24.145371,61.374129
"Apodemus flavicollis",23.662,60.662
"Sciurus vulgaris",24.665002,61.950428
"Sciurus vulgaris",22.520069,62.942856
"Sciurus vulgaris",22.918653,60.741499
"Sciurus vulgaris",23.888964,61.587149
"Lepus timidus",26.57188,60.93615
"Sciurus vulgaris",21.537936,61.108501
"Lepus timidus",21.259807,60.834292
"Lepus europaeus",24.82974,60.18675
"Sciurus vulgaris",23.486258,60.140014
"Odocoileus virginianus",23.486258,60.140014
"Sciurus vulgaris",24.804183,61.887963
"Capreolus capreolus",24.758652,60.777597
"Odocoileus virginianus",24.758652,60.777597
"Capreolus capreolus",21.215343,60.882298
"Sciurus vulgaris",21.215343,60.882298
"Odocoileus virginianus",21.215343,60.882298
"Capreolus capreolus",25.715618,60.911336
"Sciurus vulgaris",25.801432,66.525927
"Sciurus vulgaris",27.234072,60.727428
"Sciurus vulgaris",23.900175,61.250996
"Sciurus vulgaris",22.834709,60.9529
"Sciurus vulgaris",25.815008,66.483633
"Sciurus vulgaris",22.149601,62.435724
"Sciurus vulgaris",24.851014,61.518746
"Sciurus vulgaris",23.710468,61.493149
"Rattus norvegicus",24.95033,60.18403
"Pteromys volans",25.946339,62.4691
"Lepus",23.76507,61.50069
"Sciurus vulgaris",24.16475,67.7144
"Vulpes vulpes",24.78065,60.7251
"Dama dama",21.65678,61.669131
"Sciurus vulgaris",22.895427,59.811106
"Capreolus capreolus",24.649733,65.731831
"Sciurus vulgaris",24.649733,65.731831
"Myodes glareolus",24.649733,65.731831
"Sciurus vulgaris",24.587449,64.816401
"Sciurus vulgaris",28.085809,63.205394
"Sciurus vulgaris",28.735794,62.394241
"Lepus timidus",27.681388,62.926557
"Sciurus vulgaris",28.032548,67.451258
"Sciurus vulgaris",25.309516,64.812933
"Sciurus vulgaris",28.227337,65.576656
"Sciurus vulgaris",27.803082,62.908152
"Sciurus vulgaris",25.329014,65.245689
"Sciurus vulgaris",27.681388,62.926557
"Sciurus vulgaris",23.710468,61.493149
"Sciurus vulgaris",27.3,61.7
"Nyctereutes procyonoides",26.898609,63.27243
"Sciurus vulgaris",28.995542,64.212546
"Sciurus vulgaris",22.200574,60.427961
"Pteromys volans",24.769593,60.161719
"Pteromys volans",24.720795,60.131924
"Pteromys volans",24.769707,60.161842
"Lepus europaeus",24.96575,60.27007
"Capreolus capreolus",24.295571,60.065629
"Halichoerus grypus",24.295571,60.065629
"Halichoerus grypus",22.895427,59.811106
"Lutra lutra",22.895427,59.811106
"Sciurus vulgaris",24.491191,65.78623
"Sciurus vulgaris",24.597971,65.746747
"Sciurus vulgaris",21.638931,62.234021
"Lepus timidus",22.412309,59.927042
"Capreolus capreolus",22.412309,59.927042
"Sciurus vulgaris",24.693456,62.023275
"Capreolus capreolus",22.232874,60.203406
"Capreolus capreolus",25.351867,61.284728
"Sciurus vulgaris",22.232874,60.203406
"Sciurus vulgaris",25.351867,61.284728
"Halichoerus grypus",22.232874,60.203406
"Odocoileus virginianus",22.232874,60.203406
"Capreolus capreolus",21.857729,61.428026
"Sciurus vulgaris",22.181998,60.417565
"Sciurus vulgaris",21.857729,61.428026
"Sciurus vulgaris",25.325626,64.806274
"Sciurus vulgaris",21.475423,61.157055
"Sciurus vulgaris",21.511169,62.231824
"Sciurus vulgaris",25.660701,66.511494
"Sciurus vulgaris",22.838963,62.767341
"Sciurus vulgaris",28.131304,67.398842
"Sciurus vulgaris",25.795952,61.925766
"Sciurus vulgaris",22.943962,62.914349
"Rangifer tarandus fennicus",22.142167,62.13633
"Odocoileus virginianus",23.490134,60.966541
"Sciurus vulgaris",23.710468,61.493149
"Nyctereutes procyonoides",28.561239,61.073887
"Nyctereutes procyonoides",26.962404,60.507388
"",26.9,68.9
"Nyctereutes procyonoides",22.247459,60.554991
"Mustela nivalis",25.058576,60.323534
"Sciurus vulgaris",21.541642,61.124857
"Pteromys volans",24.617626,60.160319
"Lepus timidus",24.642417,65.700637
"Sciurus vulgaris",24.639412,62.084718
"Capreolus capreolus",25.711453,60.876998
"Capreolus capreolus",27.853868,62.158549
"Sciurus vulgaris",22.295347,60.840485
"Sciurus vulgaris",25.707664,66.503908
"Sciurus vulgaris",24.564166,60.458637
"Sciurus vulgaris",25.587432,61.00543
"Sciurus vulgaris",27.853868,62.158549
"Lepus europaeus",24.723109,60.280843
"Odocoileus virginianus",24.723109,60.280843
"Sciurus vulgaris",23.710468,61.493149
"Sciurus vulgaris",23.156928,63.892603
"Nyctereutes procyonoides",24.945445,60.199611
"Nyctereutes procyonoides",25.820293,60.616445
"Martes martes",24.497403,61.46726
"Halichoerus grypus",22.895427,59.811106
"Lutra lutra",22.895427,59.811106
"Sciurus vulgaris",24.553444,65.776
"Sciurus vulgaris",24.633575,65.801477
"Sciurus vulgaris",24.912573,60.255385
"Sciurus vulgaris",24.325156,60.272418
"Capreolus capreolus",22.888987,60.578341
"Sciurus vulgaris",22.888987,60.578341
"Capreolus capreolus",25.272647,61.360223
"Sciurus vulgaris",27.929643,63.108196
"Sciurus vulgaris",25.230632,61.831211
"Sciurus vulgaris",25.272647,61.360223
"Lepus europaeus",27.929643,63.108196
"Sciurus vulgaris",23.778605,61.317065
"Sciurus vulgaris",23.664823,60.084277
"Sciurus vulgaris",23.821517,61.452281
"Odocoileus virginianus",21.970712,60.511088
"Odocoileus virginianus",23.821517,61.452281
"Capreolus capreolus",24.0357,61.25864
"Capreolus capreolus",22.145915,60.451054
"Sciurus vulgaris",24.0357,61.25864
"Sciurus vulgaris",22.145915,60.451054
"Halichoerus grypus",22.145915,60.451054
"Capreolus capreolus",23.106026,60.309107
"Capreolus capreolus",21.283971,60.661107
"Capreolus capreolus",21.96164,60.870345
"Capreolus capreolus",22.28246,60.408524
"Capreolus capreolus",22.218376,60.16874
"Capreolus capreolus",24.12653,60.266807
"Capreolus capreolus",22.888994,60.947532
"Sciurus vulgaris",24.707518,60.705545
"Sciurus vulgaris",23.106026,60.309107
"Sciurus vulgaris",29.167774,65.968941
"Sciurus vulgaris",25.683908,66.495942
"Sciurus vulgaris",21.283971,60.661107
"Sciurus vulgaris",29.194384,65.950337
"Sciurus vulgaris",21.96164,60.870345
"Sciurus vulgaris",22.28246,60.408524
"Sciurus vulgaris",24.12653,60.266807
"Sciurus vulgaris",23.912062,61.166075
"Sciurus vulgaris",22.888994,60.947532
"Sciurus vulgaris",24.851976,60.210267
"Halichoerus grypus",22.218376,60.16874
"Alces alces",22.218376,60.16874
"Vulpes vulpes",23.912062,61.166075
"Rangifer tarandus",29.194384,65.950337
"Odocoileus virginianus",22.218376,60.16874
"Capreolus capreolus",23.856031,61.156973
"Capreolus capreolus",22.974659,59.83195
"Capreolus capreolus",25.001953,60.274889
"Sciurus vulgaris",23.138576,63.823096
"Sciurus vulgaris",25.669138,66.526179
"Sciurus vulgaris",25.335935,65.177643
"Sciurus vulgaris",25.916739,60.953082
"Sciurus vulgaris",21.332588,62.501733
"Sciurus vulgaris",23.856031,61.156973
"Sciurus vulgaris",25.162543,60.236894
"Sciurus vulgaris",22.974659,59.83195
"Sciurus vulgaris",25.001953,60.274889
"Sciurus vulgaris",23.955779,62.432519
"Sciurus vulgaris",22.972639,62.896059
"Sciurus vulgaris",21.57245,60.987865
"Sciurus vulgaris",23.989718,61.280634
"Lepus europaeus",25.001953,60.274889
"Odocoileus virginianus",25.162543,60.236894
"Odocoileus virginianus",22.974659,59.83195
"Odocoileus virginianus",23.203926,60.853969
"Odocoileus virginianus",24.081539,61.57289
"Pteromys volans",25.656049,62.134125
"Pteromys volans",25.656049,62.134125
"",23.41024,60.99909
"Vulpes vulpes",25.779031,62.23932
"Sciurus vulgaris",25.779031,62.23932
"Lutra lutra",25.779031,62.23932
"Rangifer tarandus fennicus",24.272854,63.402152
"Sciurus vulgaris",22.236926,60.43117
"Sciurus vulgaris",21.538664,61.108189
"Martes martes",23.5,61.3
"Martes martes",24.165713,61.809629
"Sciurus vulgaris",27.18306,63.55889
"Pteromys volans",25.656049,62.134125
"Pteromys volans",25.656049,62.134125
"Pteromys volans",25.656049,62.134125
"Pteromys volans",25.656049,62.134125
"Sciurus vulgaris",29.363244,61.437286
"Halichoerus grypus",22.895427,59.811106
"Sciurus vulgaris",22.895427,59.811106
"Lutra lutra",22.895427,59.811106
"Vulpes vulpes",25.68144,62.79772
"Arvicola amphibius",24.556971,65.744127
"Sciurus vulgaris",24.556971,65.744127
"Sciurus vulgaris",24.182255,65.818129
"Sciurus vulgaris",24.270164,65.815179
"Sciurus vulgaris",24.549815,65.673202
"Sciurus vulgaris",24.593986,65.779524
"Capreolus capreolus",25.323119,60.476216
"Sciurus vulgaris",25.323119,60.476216
"Capreolus capreolus",24.423663,60.138161
"Sciurus vulgaris",27.835546,61.261011
"Lepus europaeus",24.326613,60.878053
"Sciurus vulgaris",24.520512,62.020916
"Sciurus vulgaris",26.903094,61.443054
"Sciurus vulgaris",25.413101,61.254328
"Sciurus vulgaris",25.715921,62.253605
"Mustela erminea",25.715921,62.253605
"Sciurus vulgaris",27.601681,63.083234
"Sciurus vulgaris",25.481694,62.2294
"Sciurus vulgaris",22.9146,60.093839
"Sciurus vulgaris",23.746981,61.497872
"Sciurus vulgaris",24.839139,60.646824
"Sciurus vulgaris",27.639804,62.904383
"Sciurus vulgaris",25.112194,60.269111
"Sciurus vulgaris",22.288953,60.400785
"Odocoileus virginianus",22.288953,60.400785
"Lepus timidus",25.770689,66.480135
"Capreolus capreolus",22.161361,60.633358
"Sciurus vulgaris",25.770744,65.131397
"Sciurus vulgaris",30.625538,62.210687
"Sciurus vulgaris",22.222653,60.415666
"Sciurus vulgaris",23.041441,61.436803
"Sciurus vulgaris",25.424315,60.443231
"Sciurus vulgaris",23.116409,59.905
"Sciurus vulgaris",23.203578,63.834746
"Sciurus vulgaris",24.835431,60.208505
"Sciurus vulgaris",29.806664,62.618121
"Sciurus vulgaris",25.17602,62.256569
"Sciurus vulgaris",26.029243,61.208703
"Sciurus vulgaris",24.952118,63.930479
"Sciurus vulgaris",27.671429,63.075114
"Sciurus vulgaris",23.806305,61.127282
"Sciurus vulgaris",25.770689,66.480135
"Lepus europaeus",30.625538,62.210687
"Halichoerus grypus",25.105052,60.173077
"Alces alces",28.833672,63.076369
"Odocoileus virginianus",23.806305,61.127282
"Odocoileus virginianus",23.116409,59.905
"Lepus timidus",25.108459,64.913914
"Capreolus capreolus",27.032798,60.541399
"Capreolus capreolus",23.230764,61.483967
"Capreolus capreolus",24.360574,60.029949
"Capreolus capreolus",22.336654,60.491605
"Capreolus capreolus",21.966096,61.225145
"Capreolus capreolus",23.858035,60.263764
"Sciurus vulgaris",23.11019,63.841586
"Sciurus vulgaris",25.104929,60.196967
"Sciurus vulgaris",27.742176,64.228893
"Sciurus vulgaris",27.032798,60.541399
"Sciurus vulgaris",24.050954,60.275926
"Sciurus vulgaris",23.994988,60.207679
"Sciurus vulgaris",23.230764,61.483967
"Sciurus vulgaris",25.506222,65.022961
"Sciurus vulgaris",22.358712,60.378909
"Sciurus vulgaris",24.070509,61.218288
"Sciurus vulgaris",27.218909,63.55492
"Sciurus vulgaris",21.996505,60.672853
"Sciurus vulgaris",24.360574,60.029949
"Sciurus vulgaris",26.09657,60.763153
"Sciurus vulgaris",26.999806,64.182567
"Sciurus vulgaris",25.463216,60.454341
"Sciurus vulgaris",28.481899,62.983795
"Sciurus vulgaris",29.929522,62.448241
"Sciurus vulgaris",29.618388,61.66882
"Sciurus vulgaris",25.408206,65.07408
"Sciurus vulgaris",27.418636,66.710471
"Sciurus vulgaris",24.68376,60.131017
"Sciurus vulgaris",24.90081,60.197091
"Sciurus vulgaris",26.174913,60.61725
"Sciurus vulgaris",24.208745,60.533925
"Sciurus vulgaris",24.184381,62.938753
"Sciurus vulgaris",24.709899,60.148122
"Lepus europaeus",24.070509,61.218288
"Lepus europaeus",24.360574,60.029949
"Vulpes vulpes",22.336654,60.491605
"Apodemus flavicollis",26.174913,60.61725
"Microtus agrestis",24.050954,60.275926
"Rattus norvegicus",24.90081,60.197091
"Odocoileus virginianus",24.68376,60.131017
"Odocoileus virginianus",21.966096,61.225145
"Odocoileus virginianus",22.319558,60.625729
"Capreolus capreolus",25.31579,60.63493
"Sciurus vulgaris",25.31579,60.63493
"Apodemus flavicollis",23.662,60.662
"Neovison vison",27.89109,62.147878
"Ondatra zibethicus",29.637612,65.925528
"Odocoileus virginianus",24.836185,60.308342
"Mus musculus",22.233034,60.554393
"Sciurus vulgaris",24.71075,60.1769
"Martes martes",24.536008,61.439279
"Mustela nivalis",23.830407,61.63199
"Vulpes vulpes",30.19411,61.94123
"Lepus timidus",24.932514,65.661432
"Sciurus vulgaris",24.932514,65.661432
"Sciurus vulgaris",24.64642,62.014398
"Sciurus vulgaris",22.807634,60.548159
"Sciurus vulgaris",24.0961,62.68676
"Capreolus capreolus",23.774927,60.807526
"Sciurus vulgaris",23.774927,60.807526
"Sciurus vulgaris",21.599481,63.115696
"Sciurus vulgaris",24.656381,60.60935
"Dama dama",24.656381,60.60935
"Odocoileus virginianus",24.656381,60.60935
"Capreolus capreolus",22.164604,60.431105
"Capreolus capreolus",22.160724,60.472708
"Sciurus vulgaris",22.164604,60.431105
"Sciurus vulgaris",22.160724,60.472708
"Sciurus vulgaris",21.497255,60.643574
"Sciurus vulgaris",21.840298,60.666542
"Sciurus vulgaris",25.139417,61.484777
"Sciurus vulgaris",22.306905,60.457512
"Sciurus vulgaris",21.457174,60.955369
"Lepus europaeus",21.497255,60.643574
"Lepus europaeus",24.705317,61.697102
"Alces alces",21.497255,60.643574
"Odocoileus virginianus",21.497255,60.643574
"Sciurus vulgaris",25.126537,60.277369
"Sciurus vulgaris",24.885846,60.709416
"Sciurus vulgaris",27.105646,64.10873
"Sciurus vulgaris",25.703584,65.30547
"Sciurus vulgaris",23.472009,62.793542
"Sciurus vulgaris",21.477673,61.065477
"Capreolus capreolus",26.108306,60.639932
"Capreolus capreolus",21.644157,60.897695
"Capreolus capreolus",24.471933,60.14891
"Capreolus capreolus",25.16149,60.461791
"Capreolus capreolus",25.370973,60.279914
"Sciurus vulgaris",25.677586,66.53482
"Sciurus vulgaris",22.318151,60.468502
"Sciurus vulgaris",25.702069,66.491378
"Sciurus vulgaris",29.984317,62.450154
"Sciurus vulgaris",21.644157,60.897695
"Sciurus vulgaris",24.885126,60.18235
"Sciurus vulgaris",27.309399,61.682828
"Sciurus vulgaris",22.021216,60.475998
"Sciurus vulgaris",24.471933,60.14891
"Sciurus vulgaris",25.16149,60.461791
"Sciurus vulgaris",24.712321,60.167463
"Sciurus vulgaris",22.927253,61.356678
"Sciurus vulgaris",25.495108,65.042609
"Sciurus vulgaris",24.546346,61.593039
"Lepus europaeus",24.712321,60.167463
"Alces alces",25.370973,60.279914
"Odocoileus virginianus",25.16149,60.461791
"Sciurus vulgaris",25.005706,63.5791
"Sciurus vulgaris",23.719904,61.403559
"Sciurus vulgaris",24.036684,61.242207
"Sciurus vulgaris",25.55957,64.94947
"Pteromys volans",24.843153,60.236115
"Odocoileus virginianus",25.575015,60.349695
"Mammalia",25.00645,60.22659
"Sciurus vulgaris",25.087553,60.326031
"Pteromys volans",23.520578,62.635124
"Capreolus capreolus",24.96904,60.25213
"Vulpes vulpes",23.71089,61.33485
"Odocoileus",22.92807,60.479
"Lutra lutra",21.297576,61.087017
"Halichoerus grypus",22.895427,59.811106
"Sciurus vulgaris",23.862203,61.494923
"Sciurus vulgaris",24.661542,65.681611
"Capreolus capreolus",24.460698,62.026077
"Sciurus vulgaris",24.460698,62.026077
"Sciurus vulgaris",27.407042,61.155836
"Sciurus vulgaris",29.12642,63.548175
"Sciurus vulgaris",24.110368,61.232816
"Halichoerus grypus",21.279047,60.519378
"Sciurus vulgaris",27.191885,64.147751
"Lepus timidus",25.709338,66.505147
"Capreolus capreolus",25.525809,61.189577
"Sciurus vulgaris",25.709338,66.505147
"Sciurus vulgaris",25.525809,61.189577
"Mustela erminea",26.116864,60.659696
"Lutra lutra",29.381003,61.418394
"Vulpes vulpes",24.893131,60.205437
"Pteromys volans",26.476,62.745
"Nyctereutes procyonoides",25.161288,60.369974
"Mustela putorius",29.705793,62.622585
"Sciurus vulgaris",22.234531,60.428464
"Capreolus capreolus",23.11005,63.85149
"Vulpes vulpes",25.0872,60.26056
"Lutra lutra",25.646322,65.058624
"Pteromys volans",25.614174,61.871252
"Sciurus vulgaris",24.75423,65.671307
"Sciurus vulgaris",24.513156,62.047869
"Vulpes vulpes",24.513156,62.047869
"Sciurus vulgaris",25.686166,62.238547
"Capreolus capreolus",21.426195,60.773236
"Sciurus vulgaris",26.886767,60.496949
"Sciurus vulgaris",22.262377,61.177293
"Sciurus vulgaris",21.426195,60.773236
"Sciurus vulgaris",21.87415,61.415718
"Capreolus capreolus",25.258843,60.67353
"Capreolus capreolus",24.483764,60.254738
"Capreolus capreolus",25.17325,60.210128
"Sciurus vulgaris",25.258843,60.67353
"Sciurus vulgaris",24.984181,60.173875
"Sciurus vulgaris",27.433076,63.293899
"Sciurus vulgaris",24.483764,60.254738
"Sciurus vulgaris",25.17325,60.210128
"Sciurus vulgaris",27.674536,63.033873
"Lepus europaeus",24.984181,60.173875
"Lepus europaeus",24.483764,60.254738
"Halichoerus grypus",25.17325,60.210128
"Mustela erminea",25.531304,64.810521
"Neovison vison",29.795015,62.689437
"Nyctereutes procyonoides",26.949341,60.523949
"Capreolus capreolus",22.206345,60.426763
"Sciurus vulgaris",22.200515,60.427964
"Pteromys volans",27.705623,62.983344
"Halichoerus grypus",22.895427,59.811106
"Sciurus vulgaris",22.895427,59.811106
"Lutra lutra",22.895427,59.811106
"Sciurus vulgaris",25.785907,62.221959
"Sciurus vulgaris",24.586152,65.862625
"Sciurus vulgaris",23.678576,60.359554
"Sciurus vulgaris",25.638407,66.506625
"Sciurus vulgaris",24.579608,60.894067
"Sciurus vulgaris",23.757938,66.343144
"Sciurus vulgaris",25.399672,65.112791
"Sciurus vulgaris",24.497776,62.128184
"Sciurus vulgaris",23.265923,63.814803
"Mustela nivalis",23.265923,63.814803
"Sciurus vulgaris",23.897924,61.497546
"Lepus europaeus",23.897924,61.497546
"Sciurus vulgaris",24.031954,61.155037
"Sciurus vulgaris",25.338563,65.120196
"Sciurus vulgaris",26.54534,67.420433
"Halichoerus grypus",25.338563,65.120196
"Capreolus capreolus",25.727366,60.483892
"Sciurus vulgaris",25.727366,60.483892
"Vulpes vulpes",25.727366,60.483892
"Lepus timidus",25.216348,64.971625
"Capreolus capreolus",25.016329,60.28967
"Sciurus vulgaris",23.98744,66.799866
"Sciurus vulgaris",24.794414,60.741305
"Sciurus vulgaris",25.016329,60.28967
"Sciurus vulgaris",25.026324,60.308158
"Sciurus vulgaris",22.642133,63.699784
"Sciurus vulgaris",23.585673,68.398767
"Sciurus vulgaris",22.147907,60.466321
"Sciurus vulgaris",24.612195,60.170223
"Oryctolagus cuniculus",25.016329,60.28967
"Sciurus vulgaris",22.790209,62.750846
"Sciurus vulgaris",25.059989,60.284605
"Sciurus vulgaris",25.730087,62.619692
"Sciurus vulgaris",24.036572,60.235495
"Sciurus vulgaris",27.182052,60.575207
"Sciurus vulgaris",24.707315,65.731932
"Alces alces",23.887478,61.51343
"Sciurus vulgaris",23.915667,61.318332
"Sciurus vulgaris",27.300685,66.382086
"Sciurus vulgaris",25.484686,64.990223
"Capreolus capreolus",24.995971,67.6199
"Sciurus vulgaris",28.676959,63.048239
"Sciurus vulgaris",27.09698,63.506698
"Lepus europaeus",25.38159,65.146464
"Sciurus vulgaris",25.38159,65.146464
"Sciurus vulgaris",23.356241,63.841958
"Sciurus vulgaris",26.144211,62.157396
"Sciurus vulgaris",24.461074,65.760593
"Sciurus vulgaris",27.662095,64.22129
"Sciurus vulgaris",27.120039,68.887372
"Sciurus vulgaris",24.01403,61.28813
"Sciurus vulgaris",24.546302,61.59693
"Sciurus vulgaris",23.680497,60.088019
"Sciurus vulgaris",24.553738,65.765165
"Sciurus vulgaris",24.657517,65.782818
"Sciurus vulgaris",24.892856,67.663941
"Sciurus vulgaris",28.531376,64.036909
"Sciurus vulgaris",25.706509,64.969425
"Vulpes vulpes",25.706509,64.969425
"Sciurus vulgaris",25.149408,65.648217
"Sciurus vulgaris",23.338377,63.808021
"Sciurus vulgaris",24.730398,61.645591
"Sciurus vulgaris",23.845764,60.149095
"Sciurus vulgaris",24.598098,61.679755
"Lepus timidus",25.564486,64.91666
"Sciurus vulgaris",25.564486,64.91666
"Sciurus vulgaris",22.595983,62.719949
"Sciurus vulgaris",25.757947,66.551324
"Sciurus vulgaris",23.925933,66.795363
"Lepus europaeus",25.04124,61.05375
"Myodes glareolus",24.707315,65.731932
"Myodes glareolus",28.474824,62.960754
"Lepus europaeus",26.700937,62.968131
"Lepus timidus",24.707315,65.731932
"Lepus timidus",25.84454,66.528506
"Martes martes",24.738957,60.25715
"Odocoileus virginianus",24.531438,60.612625
"Sciurus vulgaris",25.635828,66.516387
"Sciurus vulgaris",21.66863,61.338495
"Sciurus vulgaris",25.691428,62.609162
"Sciurus vulgaris",27.092658,62.160916
"Sciurus vulgaris",25.757947,66.551324
"Sciurus vulgaris",24.707315,65.731932
"Sciurus vulgaris",25.033611,64.300873
"Sciurus vulgaris",23.700969,61.582736
"Sciurus vulgaris",30.584497,62.473831
"Sciurus vulgaris",23.461841,62.025884
"Sciurus vulgaris",25.344966,65.115606
"Sciurus vulgaris",21.898039,61.431212
"Sciurus vulgaris",23.85433,60.059476
"Sciurus vulgaris",24.399094,66.624394
"Sciurus vulgaris",25.516778,65.077278
"Sciurus vulgaris",25.84454,66.528506
"Sciurus vulgaris",23.972969,67.833788
"Sciurus vulgaris",24.731548,65.664028
"Sciurus vulgaris",23.325173,61.573136
"Sciurus vulgaris",26.700937,62.968131
"Sciurus vulgaris",21.529489,61.063068
"Sciurus vulgaris",23.963225,66.763933
"Sciurus vulgaris",26.796421,62.107822
"Sciurus vulgaris",22.359238,60.464887
"Sciurus vulgaris",24.738957,60.25715
"Sciurus vulgaris",24.531438,60.612625
"Sciurus vulgaris",23.073527,63.542694
"Sciurus vulgaris",28.378621,60.897588
"Sciurus vulgaris",29.570151,64.201764
"Sciurus vulgaris",24.745126,60.167466
"Sciurus vulgaris",25.994788,60.541874
"Sciurus vulgaris",24.31996,61.994698
"Sciurus vulgaris",22.365166,60.397631
"Sciurus vulgaris",21.54489,60.973733
"Sciurus vulgaris",23.551637,61.616467
"Sciurus vulgaris",22.384668,60.28597
"Sciurus vulgaris",22.764372,62.776836
"Apodemus flavicollis",23.293004,60.405261
"Odocoileus virginianus",23.293004,60.405261
"Sciurus vulgaris",23.293004,60.405261
"Nyctereutes procyonoides",28.856631,61.262219
"Nyctereutes procyonoides",28.856607,61.262138
"Nyctereutes procyonoides",21.663958,63.179823
"Sciurus vulgaris",22.236142,60.420312
"Lepus europaeus",25.712555,62.255157
"Chiroptera",24.922192,60.16664
"Pteromys volans",26.489522,63.774918
"Pteromys volans",26.489522,63.774918
"Pteromys volans",26.489522,63.774918
"Pteromys volans",26.489522,63.774918
"Myodes glareolus",22.24266,63.4284
"Neovison vison",23.743355,61.448933
"Pteromys volans",24.827749,60.181441
"Pteromys volans",25.74125,62.258374
"Halichoerus grypus",22.895427,59.811106
"Lutra lutra",22.895427,59.811106
"Capreolus capreolus",25.84534,62.93448
"Lepus timidus",29.848611,63.798201
"Neovison vison",29.848611,63.798201
"Sciurus vulgaris",27.076488,60.695844
"Sciurus vulgaris",25.799714,62.252239
"Lepus europaeus",25.799714,62.252239
"Capreolus capreolus",22.008583,60.368355
"Sciurus vulgaris",27.68103,62.892943
"Lepus europaeus",22.008583,60.368355
"Halichoerus grypus",22.008583,60.368355
"Sciurus vulgaris",25.324056,61.317444
"Sciurus vulgaris",29.355803,61.428805
